"","V1","V2","V3"
"19198","V",1039,"1"
"19199","V",1052,"1"
"19200","V",1041,"1"
"19201","V",1003,"1"
"19202","V",1034,"1"
"19203","V",1018,"1"
"19204","C",26496,"26496"
"19205","V",1025,"1"
"19206","V",1017,"1"
"19207","V",1018,"1"
"19208","V",1008,"1"
"19209","V",1035,"1"
"19210","V",1037,"1"
"19211","V",1009,"1"
"19212","V",1026,"1"
"19213","V",1001,"1"
"19214","V",1034,"1"
"19215","C",26518,"26518"
"19216","V",1008,"1"
"19217","V",1045,"1"
"19218","V",1030,"1"
"19219","V",1046,"1"
"19220","V",1004,"1"
"19221","V",1034,"1"
"19222","C",26519,"26519"
"19223","V",1010,"1"
"19224","V",1020,"1"
"19225","V",1068,"1"
"19226","V",1032,"1"
"19227","V",1002,"1"
"19228","V",1021,"1"
"19229","C",26520,"26520"
"19230","V",1008,"1"
"19231","V",1030,"1"
"19232","V",1040,"1"
"19233","V",1017,"1"
"19234","V",1003,"1"
"19235","V",1001,"1"
"19236","V",1048,"1"
"19237","V",1018,"1"
"19238","V",1078,"1"
"19239","C",26534,"26534"
"19240","V",1108,"1"
"19241","V",1133,"1"
"19242","V",1018,"1"
"19243","V",1014,"1"
"19244","V",1035,"1"
"19245","V",1135,"1"
"19246","V",1009,"1"
"19247","V",1089,"1"
"19248","V",1040,"1"
"19249","V",1052,"1"
"19250","V",1001,"1"
"19251","V",1003,"1"
"19252","V",1096,"1"
"19253","C",26537,"26537"
"19254","V",1008,"1"
"19255","V",1035,"1"
"19256","V",1001,"1"
"19257","V",1003,"1"
"19258","V",1004,"1"
"19259","V",1018,"1"
"19260","V",1167,"1"
"19261","C",26541,"26541"
"19262","V",1000,"1"
"19263","V",1010,"1"
"19264","V",1008,"1"
"19265","V",1090,"1"
"19266","V",1137,"1"
"19267","V",1001,"1"
"19268","V",1032,"1"
"19269","V",1018,"1"
"19270","C",26544,"26544"
"19271","V",1064,"1"
"19272","V",1027,"1"
"19273","V",1026,"1"
"19274","V",1068,"1"
"19275","V",1041,"1"
"19276","V",1063,"1"
"19277","C",26546,"26546"
"19278","V",1008,"1"
"19279","V",1035,"1"
"19280","V",1009,"1"
"19281","V",1058,"1"
"19282","V",1001,"1"
"19283","V",1003,"1"
"19284","V",1018,"1"
"19285","C",26547,"26547"
"19286","V",1017,"1"
"19287","V",1063,"1"
"19288","V",1018,"1"
"19289","V",1156,"1"
"19290","V",1008,"1"
"19291","V",1030,"1"
"19292","V",1189,"1"
"19293","V",1295,"1"
"19294","V",1039,"1"
"19295","V",1150,"1"
"19296","V",1026,"1"
"19297","V",1134,"1"
"19298","V",1032,"1"
"19299","V",1034,"1"
"19300","C",26548,"26548"
"19301","V",1035,"1"
"19302","V",1008,"1"
"19303","V",1037,"1"
"19304","V",1009,"1"
"19305","V",1034,"1"
"19306","V",1018,"1"
"19307","C",26559,"26559"
"19308","V",1008,"1"
"19309","V",1035,"1"
"19310","V",1037,"1"
"19311","V",1009,"1"
"19312","V",1017,"1"
"19313","V",1003,"1"
"19314","V",1018,"1"
"19315","C",26562,"26562"
"19316","V",1130,"1"
"19317","V",1054,"1"
"19318","V",1004,"1"
"19319","V",1018,"1"
"19320","V",1036,"1"
"19321","V",1040,"1"
"19322","V",1052,"1"
"19323","V",1001,"1"
"19324","V",1003,"1"
"19325","C",26588,"26588"
"19326","V",1035,"1"
"19327","V",1090,"1"
"19328","V",1017,"1"
"19329","V",1032,"1"
"19330","V",1003,"1"
"19331","V",1001,"1"
"19332","V",1018,"1"
"19333","C",26589,"26589"
"19334","V",1008,"1"
"19335","V",1030,"1"
"19336","V",1087,"1"
"19337","V",1024,"1"
"19338","V",1018,"1"
"19339","V",1004,"1"
"19340","C",26591,"26591"
"19341","V",1025,"1"
"19342","V",1022,"1"
"19343","V",1066,"1"
"19344","V",1059,"1"
"19345","V",1067,"1"
"19346","V",1004,"1"
"19347","V",1138,"1"
"19348","V",1125,"1"
"19349","V",1026,"1"
"19350","V",1041,"1"
"19351","V",1042,"1"
"19352","C",26592,"26592"
"19353","V",1025,"1"
"19354","V",1008,"1"
"19355","V",1056,"1"
"19356","V",1009,"1"
"19357","V",1017,"1"
"19358","V",1026,"1"
"19359","V",1032,"1"
"19360","C",26596,"26596"
"19361","V",1118,"1"
"19362","V",1081,"1"
"19363","V",1082,"1"
"19364","V",1020,"1"
"19365","V",1062,"1"
"19366","V",1054,"1"
"19367","V",1017,"1"
"19368","V",1010,"1"
"19369","V",1011,"1"
"19370","V",1012,"1"
"19371","V",1052,"1"
"19372","V",1060,"1"
"19373","V",1040,"1"
"19374","V",1088,"1"
"19375","V",1134,"1"
"19376","C",26602,"26602"
"19377","V",1045,"1"
"19378","V",1008,"1"
"19379","V",1026,"1"
"19380","V",1017,"1"
"19381","V",1041,"1"
"19382","V",1004,"1"
"19383","V",1034,"1"
"19384","C",26604,"26604"
"19385","V",1081,"1"
"19386","V",1020,"1"
"19387","V",1082,"1"
"19388","V",1017,"1"
"19389","V",1018,"1"
"19390","V",1008,"1"
"19391","V",1011,"1"
"19392","V",1040,"1"
"19393","V",1001,"1"
"19394","V",1083,"1"
"19395","C",26616,"26616"
"19396","V",1008,"1"
"19397","V",1030,"1"
"19398","V",1009,"1"
"19399","V",1017,"1"
"19400","V",1004,"1"
"19401","V",1074,"1"
"19402","C",26617,"26617"
"19403","V",1008,"1"
"19404","V",1016,"1"
"19405","V",1031,"1"
"19406","V",1003,"1"
"19407","V",1001,"1"
"19408","V",1018,"1"
"19409","C",26633,"26633"
"19410","V",1008,"1"
"19411","V",1134,"1"
"19412","V",1024,"1"
"19413","V",1018,"1"
"19414","V",1004,"1"
"19415","V",1156,"1"
"19416","V",1034,"1"
"19417","C",26636,"26636"
"19418","V",1045,"1"
"19419","V",1008,"1"
"19420","V",1030,"1"
"19421","V",1003,"1"
"19422","V",1002,"1"
"19423","V",1004,"1"
"19424","V",1034,"1"
"19425","C",26639,"26639"
"19426","V",1000,"1"
"19427","V",1008,"1"
"19428","V",1016,"1"
"19429","V",1040,"1"
"19430","V",1088,"1"
"19431","V",1014,"1"
"19432","C",26643,"26643"
"19433","V",1001,"1"
"19434","V",1003,"1"
"19435","V",1197,"1"
"19436","V",1018,"1"
"19437","V",1004,"1"
"19438","V",1083,"1"
"19439","C",26644,"26644"
"19440","V",1051,"1"
"19441","V",1204,"1"
"19442","V",1020,"1"
"19443","V",1017,"1"
"19444","V",1004,"1"
"19445","V",1030,"1"
"19446","V",1011,"1"
"19447","V",1060,"1"
"19448","V",1052,"1"
"19449","C",26658,"26658"
"19450","V",1025,"1"
"19451","V",1064,"1"
"19452","V",1058,"1"
"19453","V",1070,"1"
"19454","V",1156,"1"
"19455","V",1018,"1"
"19456","V",1008,"1"
"19457","V",1009,"1"
"19458","V",1038,"1"
"19459","V",1060,"1"
"19460","V",1026,"1"
"19461","V",1041,"1"
"19462","C",26661,"26661"
"19463","V",1008,"1"
"19464","V",1000,"1"
"19465","V",1065,"1"
"19466","V",1009,"1"
"19467","V",1056,"1"
"19468","V",1061,"1"
"19469","C",26670,"26670"
"19470","V",1009,"1"
"19471","V",1109,"1"
"19472","V",1026,"1"
"19473","V",1150,"1"
"19474","V",1041,"1"
"19475","V",1024,"1"
"19476","V",1028,"1"
"19477","C",26684,"26684"
"19478","V",1008,"1"
"19479","V",1030,"1"
"19480","V",1009,"1"
"19481","V",1017,"1"
"19482","V",1034,"1"
"19483","V",1074,"1"
"19484","C",26685,"26685"
"19485","V",1008,"1"
"19486","V",1046,"1"
"19487","V",1017,"1"
"19488","V",1001,"1"
"19489","V",1004,"1"
"19490","V",1034,"1"
"19491","C",26686,"26686"
"19492","V",1130,"1"
"19493","V",1008,"1"
"19494","V",1009,"1"
"19495","V",1001,"1"
"19496","V",1018,"1"
"19497","V",1078,"1"
"19498","C",26700,"26700"
"19499","V",1008,"1"
"19500","V",1171,"1"
"19501","V",1123,"1"
"19502","V",1007,"1"
"19503","V",1018,"1"
"19504","V",1034,"1"
"19505","V",1048,"1"
"19506","C",26706,"26706"
"19507","V",1035,"1"
"19508","V",1008,"1"
"19509","V",1009,"1"
"19510","V",1001,"1"
"19511","V",1003,"1"
"19512","V",1018,"1"
"19513","C",26716,"26716"
"19514","V",1046,"1"
"19515","V",1049,"1"
"19516","V",1001,"1"
"19517","V",1003,"1"
"19518","V",1034,"1"
"19519","V",1004,"1"
"19520","C",26726,"26726"
"19521","V",1017,"1"
"19522","V",1018,"1"
"19523","V",1074,"1"
"19524","V",1010,"1"
"19525","V",1008,"1"
"19526","V",1000,"1"
"19527","V",1037,"1"
"19528","V",1009,"1"
"19529","V",1001,"1"
"19530","V",1061,"1"
"19531","C",26745,"26745"
"19532","V",1025,"1"
"19533","V",1017,"1"
"19534","V",1018,"1"
"19535","V",1004,"1"
"19536","V",1154,"1"
"19537","V",1169,"1"
"19538","V",1029,"1"
"19539","V",1026,"1"
"19540","V",1048,"1"
"19541","C",26747,"26747"
"19542","V",1008,"1"
"19543","V",1038,"1"
"19544","V",1026,"1"
"19545","V",1041,"1"
"19546","V",1053,"1"
"19547","V",1004,"1"
"19548","C",26762,"26762"
"19549","V",1008,"1"
"19550","V",1188,"1"
"19551","V",1009,"1"
"19552","V",1017,"1"
"19553","V",1001,"1"
"19554","V",1003,"1"
"19555","V",1041,"1"
"19556","V",1002,"1"
"19557","V",1033,"1"
"19558","V",1043,"1"
"19559","V",1034,"1"
"19560","V",1004,"1"
"19561","V",1067,"1"
"19562","C",26765,"26765"
"19563","V",1008,"1"
"19564","V",1125,"1"
"19565","V",1052,"1"
"19566","V",1031,"1"
"19567","V",1018,"1"
"19568","V",1043,"1"
"19569","V",1067,"1"
"19570","C",26774,"26774"
"19571","V",1038,"1"
"19572","V",1009,"1"
"19573","V",1026,"1"
"19574","V",1017,"1"
"19575","V",1041,"1"
"19576","V",1002,"1"
"19577","C",26815,"26815"
"19578","V",1008,"1"
"19579","V",1030,"1"
"19580","V",1024,"1"
"19581","V",1043,"1"
"19582","V",1266,"1"
"19583","V",1018,"1"
"19584","V",1034,"1"
"19585","C",26817,"26817"
"19586","V",1036,"1"
"19587","V",1040,"1"
"19588","V",1003,"1"
"19589","V",1001,"1"
"19590","V",1078,"1"
"19591","V",1018,"1"
"19592","C",26820,"26820"
"19593","V",1010,"1"
"19594","V",1017,"1"
"19595","V",1053,"1"
"19596","V",1042,"1"
"19597","V",1004,"1"
"19598","V",1176,"1"
"19599","C",26829,"26829"
"19600","V",1015,"1"
"19601","V",1009,"1"
"19602","V",1011,"1"
"19603","V",1017,"1"
"19604","V",1040,"1"
"19605","V",1034,"1"
"19606","V",1021,"1"
"19607","V",1074,"1"
"19608","C",26830,"26830"
"19609","V",1020,"1"
"19610","V",1065,"1"
"19611","V",1017,"1"
"19612","V",1021,"1"
"19613","V",1074,"1"
"19614","V",1010,"1"
"19615","V",1008,"1"
"19616","V",1027,"1"
"19617","V",1038,"1"
"19618","V",1009,"1"
"19619","V",1026,"1"
"19620","V",1068,"1"
"19621","V",1061,"1"
"19622","V",1041,"1"
"19623","V",1053,"1"
"19624","C",26837,"26837"
"19625","V",1009,"1"
"19626","V",1017,"1"
"19627","V",1076,"1"
"19628","V",1004,"1"
"19629","V",1018,"1"
"19630","V",1074,"1"
"19631","C",26844,"26844"
"19632","V",1036,"1"
"19633","V",1025,"1"
"19634","V",1022,"1"
"19635","V",1148,"1"
"19636","V",1295,"1"
"19637","V",1031,"1"
"19638","V",1040,"1"
"19639","V",1026,"1"
"19640","V",1014,"1"
"19641","V",1018,"1"
"19642","C",26849,"26849"
"19643","V",1035,"1"
"19644","V",1049,"1"
"19645","V",1003,"1"
"19646","V",1001,"1"
"19647","V",1018,"1"
"19648","V",1034,"1"
"19649","V",1004,"1"
"19650","C",26850,"26850"
"19651","V",1030,"1"
"19652","V",1054,"1"
"19653","V",1017,"1"
"19654","V",1134,"1"
"19655","V",1003,"1"
"19656","V",1078,"1"
"19657","C",26860,"26860"
"19658","V",1038,"1"
"19659","V",1017,"1"
"19660","V",1026,"1"
"19661","V",1041,"1"
"19662","V",1034,"1"
"19663","V",1004,"1"
"19664","C",26863,"26863"
"19665","V",1020,"1"
"19666","V",1124,"1"
"19667","V",1070,"1"
"19668","V",1017,"1"
"19669","V",1004,"1"
"19670","V",1008,"1"
"19671","V",1038,"1"
"19672","V",1026,"1"
"19673","V",1041,"1"
"19674","V",1042,"1"
"19675","C",26880,"26880"
"19676","V",1008,"1"
"19677","V",1000,"1"
"19678","V",1017,"1"
"19679","V",1031,"1"
"19680","V",1040,"1"
"19681","V",1014,"1"
"19682","C",26881,"26881"
"19683","V",1008,"1"
"19684","V",1062,"1"
"19685","V",1082,"1"
"19686","V",1031,"1"
"19687","V",1017,"1"
"19688","V",1004,"1"
"19689","C",26885,"26885"
"19690","V",1190,"1"
"19691","V",1238,"1"
"19692","V",1016,"1"
"19693","V",1036,"1"
"19694","V",1010,"1"
"19695","V",1089,"1"
"19696","V",1011,"1"
"19697","V",1040,"1"
"19698","V",1096,"1"
"19699","V",1184,"1"
"19700","C",26887,"26887"
"19701","V",1025,"1"
"19702","V",1017,"1"
"19703","V",1018,"1"
"19704","V",1014,"1"
"19705","V",1074,"1"
"19706","V",1009,"1"
"19707","V",1001,"1"
"19708","V",1053,"1"
"19709","V",1034,"1"
"19710","C",26888,"26888"
"19711","V",1130,"1"
"19712","V",1064,"1"
"19713","V",1020,"1"
"19714","V",1008,"1"
"19715","V",1038,"1"
"19716","V",1026,"1"
"19717","V",1041,"1"
"19718","V",1042,"1"
"19719","V",1048,"1"
"19720","C",26902,"26902"
"19721","V",1119,"1"
"19722","V",1011,"1"
"19723","V",1253,"1"
"19724","V",1017,"1"
"19725","V",1096,"1"
"19726","V",1004,"1"
"19727","C",26903,"26903"
"19728","V",1008,"1"
"19729","V",1000,"1"
"19730","V",1035,"1"
"19731","V",1009,"1"
"19732","V",1040,"1"
"19733","V",1018,"1"
"19734","V",1014,"1"
"19735","C",26907,"26907"
"19736","V",1036,"1"
"19737","V",1008,"1"
"19738","V",1025,"1"
"19739","V",1058,"1"
"19740","V",1060,"1"
"19741","V",1026,"1"
"19742","V",1018,"1"
"19743","C",26913,"26913"
"19744","V",1008,"1"
"19745","V",1229,"1"
"19746","V",1100,"1"
"19747","V",1007,"1"
"19748","V",1018,"1"
"19749","V",1097,"1"
"19750","C",26924,"26924"
"19751","V",1008,"1"
"19752","V",1035,"1"
"19753","V",1037,"1"
"19754","V",1009,"1"
"19755","V",1032,"1"
"19756","V",1003,"1"
"19757","V",1018,"1"
"19758","V",1002,"1"
"19759","C",26929,"26929"
"19760","V",1025,"1"
"19761","V",1064,"1"
"19762","V",1112,"1"
"19763","V",1008,"1"
"19764","V",1009,"1"
"19765","V",1056,"1"
"19766","V",1026,"1"
"19767","V",1032,"1"
"19768","V",1034,"1"
"19769","C",26932,"26932"
"19770","V",1008,"1"
"19771","V",1052,"1"
"19772","V",1060,"1"
"19773","V",1041,"1"
"19774","V",1018,"1"
"19775","V",1034,"1"
"19776","C",26941,"26941"
"19777","V",1017,"1"
"19778","V",1018,"1"
"19779","V",1035,"1"
"19780","V",1037,"1"
"19781","V",1046,"1"
"19782","V",1009,"1"
"19783","V",1001,"1"
"19784","V",1003,"1"
"19785","V",1034,"1"
"19786","C",26956,"26956"
"19787","V",1008,"1"
"19788","V",1069,"1"
"19789","V",1003,"1"
"19790","V",1018,"1"
"19791","V",1004,"1"
"19792","V",1034,"1"
"19793","C",26968,"26968"
"19794","V",1008,"1"
"19795","V",1076,"1"
"19796","V",1003,"1"
"19797","V",1034,"1"
"19798","V",1018,"1"
"19799","V",1044,"1"
"19800","C",26985,"26985"
"19801","V",1035,"1"
"19802","V",1008,"1"
"19803","V",1037,"1"
"19804","V",1069,"1"
"19805","V",1009,"1"
"19806","V",1017,"1"
"19807","V",1018,"1"
"19808","V",1004,"1"
"19809","C",26990,"26990"
"19810","V",1237,"1"
"19811","V",1025,"1"
"19812","V",1018,"1"
"19813","V",1008,"1"
"19814","V",1090,"1"
"19815","V",1009,"1"
"19816","V",1026,"1"
"19817","V",1003,"1"
"19818","V",1041,"1"
"19819","V",1034,"1"
"19820","C",26995,"26995"
"19821","V",1025,"1"
"19822","V",1022,"1"
"19823","V",1082,"1"
"19824","V",1063,"1"
"19825","V",1008,"1"
"19826","V",1031,"1"
"19827","V",1041,"1"
"19828","V",1034,"1"
"19829","C",27009,"27009"
"19830","V",1025,"1"
"19831","V",1004,"1"
"19832","V",1035,"1"
"19833","V",1009,"1"
"19834","V",1026,"1"
"19835","V",1003,"1"
"19836","V",1041,"1"
"19837","V",1001,"1"
"19838","V",1034,"1"
"19839","C",27011,"27011"
"19840","V",1017,"1"
"19841","V",1018,"1"
"19842","V",1035,"1"
"19843","V",1037,"1"
"19844","V",1109,"1"
"19845","V",1009,"1"
"19846","V",1088,"1"
"19847","V",1001,"1"
"19848","C",27013,"27013"
"19849","V",1017,"1"
"19850","V",1004,"1"
"19851","V",1018,"1"
"19852","V",1008,"1"
"19853","V",1135,"1"
"19854","V",1052,"1"
"19855","V",1060,"1"
"19856","V",1040,"1"
"19857","V",1003,"1"
"19858","V",1001,"1"
"19859","C",27020,"27020"
"19860","V",1008,"1"
"19861","V",1016,"1"
"19862","V",1052,"1"
"19863","V",1001,"1"
"19864","V",1004,"1"
"19865","V",1057,"1"
"19866","C",27030,"27030"
"19867","V",1017,"1"
"19868","V",1018,"1"
"19869","V",1169,"1"
"19870","V",1154,"1"
"19871","V",1035,"1"
"19872","V",1077,"1"
"19873","V",1003,"1"
"19874","V",1001,"1"
"19875","C",27032,"27032"
"19876","V",1035,"1"
"19877","V",1119,"1"
"19878","V",1008,"1"
"19879","V",1136,"1"
"19880","V",1037,"1"
"19881","V",1009,"1"
"19882","V",1004,"1"
"19883","V",1018,"1"
"19884","V",1034,"1"
"19885","C",27039,"27039"
"19886","V",1008,"1"
"19887","V",1016,"1"
"19888","V",1065,"1"
"19889","V",1055,"1"
"19890","V",1052,"1"
"19891","V",1034,"1"
"19892","V",1057,"1"
"19893","C",27052,"27052"
"19894","V",1008,"1"
"19895","V",1064,"1"
"19896","V",1065,"1"
"19897","V",1026,"1"
"19898","V",1007,"1"
"19899","V",1073,"1"
"19900","V",1053,"1"
"19901","V",1034,"1"
"19902","C",27060,"27060"
"19903","V",1008,"1"
"19904","V",1009,"1"
"19905","V",1049,"1"
"19906","V",1003,"1"
"19907","V",1001,"1"
"19908","V",1004,"1"
"19909","V",1034,"1"
"19910","C",27082,"27082"
"19911","V",1035,"1"
"19912","V",1037,"1"
"19913","V",1009,"1"
"19914","V",1046,"1"
"19915","V",1049,"1"
"19916","V",1003,"1"
"19917","V",1018,"1"
"19918","V",1034,"1"
"19919","C",27096,"27096"
"19920","V",1035,"1"
"19921","V",1130,"1"
"19922","V",1009,"1"
"19923","V",1001,"1"
"19924","V",1018,"1"
"19925","V",1002,"1"
"19926","C",27102,"27102"
"19927","V",1025,"1"
"19928","V",1008,"1"
"19929","V",1022,"1"
"19930","V",1027,"1"
"19931","V",1065,"1"
"19932","V",1038,"1"
"19933","V",1125,"1"
"19934","V",1026,"1"
"19935","V",1041,"1"
"19936","V",1053,"1"
"19937","V",1004,"1"
"19938","V",1034,"1"
"19939","C",27113,"27113"
"19940","V",1009,"1"
"19941","V",1046,"1"
"19942","V",1052,"1"
"19943","V",1031,"1"
"19944","V",1003,"1"
"19945","V",1034,"1"
"19946","C",27119,"27119"
"19947","V",1017,"1"
"19948","V",1066,"1"
"19949","V",1024,"1"
"19950","V",1004,"1"
"19951","V",1018,"1"
"19952","V",1072,"1"
"19953","V",1010,"1"
"19954","V",1008,"1"
"19955","V",1029,"1"
"19956","V",1027,"1"
"19957","V",1026,"1"
"19958","V",1041,"1"
"19959","V",1032,"1"
"19960","V",1048,"1"
"19961","V",1034,"1"
"19962","C",27121,"27121"
"19963","V",1008,"1"
"19964","V",1076,"1"
"19965","V",1003,"1"
"19966","V",1001,"1"
"19967","V",1041,"1"
"19968","V",1018,"1"
"19969","C",27123,"27123"
"19970","V",1130,"1"
"19971","V",1054,"1"
"19972","V",1014,"1"
"19973","V",1072,"1"
"19974","V",1000,"1"
"19975","V",1038,"1"
"19976","V",1026,"1"
"19977","V",1042,"1"
"19978","C",27129,"27129"
"19979","V",1008,"1"
"19980","V",1027,"1"
"19981","V",1038,"1"
"19982","V",1026,"1"
"19983","V",1041,"1"
"19984","V",1034,"1"
"19985","C",27131,"27131"
"19986","V",1000,"1"
"19987","V",1046,"1"
"19988","V",1039,"1"
"19989","V",1007,"1"
"19990","V",1001,"1"
"19991","V",1003,"1"
"19992","V",1004,"1"
"19993","V",1018,"1"
"19994","C",27132,"27132"
"19995","V",1081,"1"
"19996","V",1082,"1"
"19997","V",1070,"1"
"19998","V",1018,"1"
"19999","V",1008,"1"
"20000","V",1010,"1"
"20001","V",1035,"1"
"20002","V",1009,"1"
"20003","V",1034,"1"
"20004","C",27136,"27136"
"20005","V",1030,"1"
"20006","V",1009,"1"
"20007","V",1150,"1"
"20008","V",1024,"1"
"20009","V",1018,"1"
"20010","V",1004,"1"
"20011","V",1043,"1"
"20012","V",1079,"1"
"20013","C",27145,"27145"
"20014","V",1000,"1"
"20015","V",1036,"1"
"20016","V",1023,"1"
"20017","V",1054,"1"
"20018","V",1017,"1"
"20019","V",1018,"1"
"20020","V",1053,"1"
"20021","C",27147,"27147"
"20022","V",1087,"1"
"20023","V",1054,"1"
"20024","V",1024,"1"
"20025","V",1074,"1"
"20026","V",1189,"1"
"20027","V",1009,"1"
"20028","V",1039,"1"
"20029","V",1003,"1"
"20030","V",1096,"1"
"20031","V",1088,"1"
"20032","V",1034,"1"
"20033","V",1042,"1"
"20034","V",1118,"1"
"20035","V",1092,"1"
"20036","V",1076,"1"
"20037","V",1078,"1"
"20038","V",1004,"1"
"20039","V",1018,"1"
"20040","V",1010,"1"
"20041","V",1008,"1"
"20042","V",1030,"1"
"20043","V",1037,"1"
"20044","C",27151,"27151"
"20045","V",1008,"1"
"20046","V",1025,"1"
"20047","V",1065,"1"
"20048","V",1009,"1"
"20049","V",1038,"1"
"20050","V",1026,"1"
"20051","C",27156,"27156"
"20052","V",1030,"1"
"20053","V",1009,"1"
"20054","V",1017,"1"
"20055","V",1001,"1"
"20056","V",1078,"1"
"20057","V",1074,"1"
"20058","C",27158,"27158"
"20059","V",1020,"1"
"20060","V",1017,"1"
"20061","V",1215,"1"
"20062","V",1004,"1"
"20063","V",1037,"1"
"20064","V",1077,"1"
"20065","V",1009,"1"
"20066","V",1001,"1"
"20067","V",1003,"1"
"20068","C",27159,"27159"
"20069","V",1035,"1"
"20070","V",1037,"1"
"20071","V",1009,"1"
"20072","V",1054,"1"
"20073","V",1017,"1"
"20074","V",1018,"1"
"20075","V",1004,"1"
"20076","C",27168,"27168"
"20077","V",1008,"1"
"20078","V",1027,"1"
"20079","V",1038,"1"
"20080","V",1026,"1"
"20081","V",1070,"1"
"20082","V",1041,"1"
"20083","V",1004,"1"
"20084","V",1072,"1"
"20085","C",27181,"27181"
"20086","V",1020,"1"
"20087","V",1157,"1"
"20088","V",1101,"1"
"20089","V",1004,"1"
"20090","V",1021,"1"
"20091","V",1008,"1"
"20092","V",1187,"1"
"20093","V",1096,"1"
"20094","V",1034,"1"
"20095","C",27183,"27183"
"20096","V",1118,"1"
"20097","V",1084,"1"
"20098","V",1148,"1"
"20099","V",1168,"1"
"20100","V",1017,"1"
"20101","V",1004,"1"
"20102","V",1164,"1"
"20103","V",1239,"1"
"20104","V",1134,"1"
"20105","C",27189,"27189"
"20106","V",1025,"1"
"20107","V",1070,"1"
"20108","V",1066,"1"
"20109","V",1018,"1"
"20110","V",1008,"1"
"20111","V",1181,"1"
"20112","V",1090,"1"
"20113","V",1026,"1"
"20114","V",1001,"1"
"20115","V",1034,"1"
"20116","V",1002,"1"
"20117","C",27194,"27194"
"20118","V",1113,"1"
"20119","V",1008,"1"
"20120","V",1016,"1"
"20121","V",1017,"1"
"20122","V",1004,"1"
"20123","V",1019,"1"
"20124","V",1057,"1"
"20125","C",27205,"27205"
"20126","V",1008,"1"
"20127","V",1039,"1"
"20128","V",1017,"1"
"20129","V",1066,"1"
"20130","V",1034,"1"
"20131","V",1004,"1"
"20132","C",27210,"27210"
"20133","V",1008,"1"
"20134","V",1009,"1"
"20135","V",1060,"1"
"20136","V",1052,"1"
"20137","V",1041,"1"
"20138","V",1034,"1"
"20139","V",1018,"1"
"20140","C",27215,"27215"
"20141","V",1008,"1"
"20142","V",1017,"1"
"20143","V",1060,"1"
"20144","V",1052,"1"
"20145","V",1018,"1"
"20146","V",1048,"1"
"20147","C",27218,"27218"
"20148","V",1130,"1"
"20149","V",1017,"1"
"20150","V",1063,"1"
"20151","V",1014,"1"
"20152","V",1000,"1"
"20153","V",1026,"1"
"20154","V",1088,"1"
"20155","V",1032,"1"
"20156","C",27223,"27223"
"20157","V",1020,"1"
"20158","V",1038,"1"
"20159","V",1026,"1"
"20160","V",1042,"1"
"20161","V",1053,"1"
"20162","V",1021,"1"
"20163","C",27243,"27243"
"20164","V",1085,"1"
"20165","V",1054,"1"
"20166","V",1017,"1"
"20167","V",1018,"1"
"20168","V",1004,"1"
"20169","V",1135,"1"
"20170","V",1060,"1"
"20171","V",1052,"1"
"20172","V",1134,"1"
"20173","V",1001,"1"
"20174","C",27253,"27253"
"20175","V",1008,"1"
"20176","V",1045,"1"
"20177","V",1046,"1"
"20178","V",1001,"1"
"20179","V",1003,"1"
"20180","V",1079,"1"
"20181","V",1004,"1"
"20182","C",27255,"27255"
"20183","V",1025,"1"
"20184","V",1038,"1"
"20185","V",1040,"1"
"20186","V",1026,"1"
"20187","V",1168,"1"
"20188","V",1003,"1"
"20189","V",1001,"1"
"20190","V",1018,"1"
"20191","V",1184,"1"
"20192","V",1105,"1"
"20193","C",27258,"27258"
"20194","V",1029,"1"
"20195","V",1218,"1"
"20196","V",1026,"1"
"20197","V",1049,"1"
"20198","V",1017,"1"
"20199","V",1003,"1"
"20200","V",1001,"1"
"20201","V",1048,"1"
"20202","V",1018,"1"
"20203","V",1034,"1"
"20204","C",27264,"27264"
"20205","V",1024,"1"
"20206","V",1004,"1"
"20207","V",1021,"1"
"20208","V",1008,"1"
"20209","V",1030,"1"
"20210","V",1009,"1"
"20211","V",1143,"1"
"20212","V",1150,"1"
"20213","V",1026,"1"
"20214","V",1039,"1"
"20215","V",1053,"1"
"20216","C",27283,"27283"
"20217","V",1008,"1"
"20218","V",1037,"1"
"20219","V",1009,"1"
"20220","V",1055,"1"
"20221","V",1018,"1"
"20222","V",1048,"1"
"20223","V",1071,"1"
"20224","C",27289,"27289"
"20225","V",1119,"1"
"20226","V",1098,"1"
"20227","V",1215,"1"
"20228","V",1018,"1"
"20229","V",1004,"1"
"20230","V",1008,"1"
"20231","V",1035,"1"
"20232","V",1246,"1"
"20233","V",1001,"1"
"20234","V",1003,"1"
"20235","V",1203,"1"
"20236","V",1044,"1"
"20237","C",27308,"27308"
"20238","V",1008,"1"
"20239","V",1055,"1"
"20240","V",1026,"1"
"20241","V",1024,"1"
"20242","V",1041,"1"
"20243","V",1067,"1"
"20244","V",1034,"1"
"20245","C",27309,"27309"
"20246","V",1008,"1"
"20247","V",1009,"1"
"20248","V",1040,"1"
"20249","V",1014,"1"
"20250","V",1048,"1"
"20251","V",1018,"1"
"20252","C",27314,"27314"
"20253","V",1035,"1"
"20254","V",1001,"1"
"20255","V",1003,"1"
"20256","V",1032,"1"
"20257","V",1018,"1"
"20258","V",1004,"1"
"20259","C",27327,"27327"
"20260","V",1000,"1"
"20261","V",1030,"1"
"20262","V",1009,"1"
"20263","V",1024,"1"
